sym_test.go:198: MMM: cell_maze_p02_01 2 0 2 {0 0} {0 0} {0 0} 0 0 {0 0}
sym_test.go:198: MMM: cell_maze_p02_02 2 0 2 {0 0} {0 0} {0 0} 0 0 {0 0}
sym_test.go:198: MMM: cell_maze_p02_03 2 0 1 {65 88} {0 0} {0 0} 0 0 {0 0}
sym_test.go:198: MMM: cell_maze_p02_04 2 0 1 {55 57} {0 0} {0 0} 0 0 {0 0}
sym_test.go:198: MMM: cell_maze_p02_05 2 0 1 {68 99} {0 0} {0 0} 0 0 {0 0}
sym_test.go:198: MMM: cell_maze_p02_06 2 0 2 {0 0} {0 0} {0 0} 0 0 {0 0}
sym_test.go:198: MMM: cell_maze_p02_07 2 0 1 {34 43} {0 0} {0 0} 0 0 {0 0}
sym_test.go:198: MMM: cell_maze_p02_08 2 1 1 {0 0} {0 0} {0 0} -1 0 {0 0}
sym_test.go:198: MMM: cell_maze_p02_09 2 0 1 {35 67} {0 0} {0 0} 0 0 {0 0}
sym_test.go:198: MMM: cell_maze_p02_10 2 1 1 {0 0} {0 0} {0 0} -1 0 {0 0}
sym_test.go:198: MMM: cell_maze_p02_11 2 1 1 {0 0} {0 0} {0 0} -1 0 {0 0}
sym_test.go:198: MMM: cell_maze_p02_12 2 0 1 {14 58} {0 0} {0 0} 0 0 {0 0}
sym_test.go:198: MMM: cell_maze_p02_13 2 0 1 {40 55} {0 0} {0 0} 0 0 {0 0}
sym_test.go:198: MMM: cell_maze_p02_14 2 1 1 {0 0} {0 0} {0 0} -1 0 {0 0}
sym_test.go:198: MMM: cell_maze_p02_15 2 0 2 {0 0} {0 0} {0 0} 0 0 {0 0}
sym_test.go:198: MMM: cell_maze_p02_16 2 0 2 {0 0} {0 0} {0 0} 0 0 {0 0}
sym_test.go:198: MMM: cell_maze_p02_17 2 0 2 {0 0} {0 0} {0 0} 0 0 {0 0}
sym_test.go:198: MMM: cell_maze_p03_01 3 0 1 {34 43} {0 0} {0 0} 0 0 {0 0}
sym_test.go:198: MMM: cell_maze_p03_02 3 0 1 {58 -61} {0 0} {0 0} 0 0 {0 0}
sym_test.go:198: MMM: cell_maze_p03_03 3 0 1 {63 -64} {0 0} {0 0} 0 0 {0 0}
sym_test.go:198: MMM: cell_maze_p03_04 3 0 1 {22 37} {0 0} {0 0} 0 0 {0 0}
sym_test.go:198: MMM: cell_maze_p03_05 3 0 3 {0 0} {0 0} {0 0} 0 0 {0 0}
sym_test.go:198: MMM: cell_maze_p03_06 3 0 1 {26 43} {0 0} {0 0} 0 0 {0 0}
sym_test.go:198: MMM: cell_maze_p03_07 3 0 1 {42 43} {0 0} {0 0} 0 0 {0 0}
sym_test.go:198: MMM: cell_maze_p03_08 3 0 3 {0 0} {0 0} {0 0} 0 0 {0 0}
sym_test.go:198: MMM: cell_maze_p03_09 3 0 1 {28 57} {0 0} {0 0} 0 0 {0 0}
sym_test.go:198: MMM: cell_maze_p03_10 3 0 1 {10 46} {0 0} {0 0} 0 0 {0 0}
sym_test.go:198: MMM: cell_maze_p03_11 3 0 1 {34 -36} {0 0} {0 0} 0 0 {0 0}
sym_test.go:198: MMM: cell_maze_p03_12 3 0 1 {29 -40} {0 0} {0 0} 0 0 {0 0}
sym_test.go:198: MMM: cell_maze_p03_13 3 0 1 {25 -54} {0 0} {0 0} 0 0 {0 0}
sym_test.go:198: MMM: cell_maze_p03_14 3 0 1 {22 55} {0 0} {0 0} 0 0 {0 0}
sym_test.go:198: MMM: cell_maze_p03_15 3 0 1 {20 66} {0 0} {0 0} 0 0 {0 0}
sym_test.go:198: MMM: cell_maze_p03_16 3 0 1 {15 -56} {0 0} {0 0} 0 0 {0 0}
sym_test.go:198: MMM: cell_maze_p03_17 3 0 3 {0 0} {0 0} {0 0} 0 0 {0 0}
sym_test.go:198: MMM: cell_maze_p03_18 3 0 1 {15 -65} {0 0} {0 0} 0 0 {0 0}
sym_test.go:198: MMM: cell_maze_p03_19 3 0 3 {0 0} {0 0} {0 0} 0 0 {0 0}
sym_test.go:198: MMM: cell_maze_p03_20 3 0 1 {12 -50} {0 0} {0 0} 0 0 {0 0}
sym_test.go:198: MMM: cell_maze_p04_01 4 0 2 {98 49} {0 0} {0 0} 0 0 {0 0}
sym_test.go:198: MMM: cell_maze_p04_02 4 4 2 {0 0} {-1 -1} {-1 -1} -1 -1 {0 0}
sym_test.go:198: MMM: cell_maze_p04_03 4 0 2 {22 21} {0 0} {0 0} 0 0 {0 0}
sym_test.go:198: MMM: cell_maze_p04_04 4 0 2 {26 41} {0 0} {0 0} 0 0 {0 0}
sym_test.go:198: MMM: cell_maze_p04_05 4 1 2 {0 0} {0 0} {0 0} -1 0 {0 0}
sym_test.go:198: MMM: cell_maze_p04_06 4 0 4 {0 0} {0 0} {0 0} 0 0 {0 0}
sym_test.go:198: MMM: cell_maze_p04_07 4 4 2 {0 0} {-1 -1} {-1 -1} -1 -1 {0 0}
sym_test.go:198: MMM: cell_maze_p04_08 4 4 2 {0 0} {-1 -1} {-1 -1} -1 -1 {0 0}
sym_test.go:198: MMM: cell_maze_p04_09 4 1 2 {0 0} {0 0} {0 0} -1 0 {0 0}
sym_test.go:198: MMM: cell_maze_p04_10 4 0 1 {18 -32} {0 0} {0 0} 0 0 {0 0}
sym_test.go:198: MMM: cell_maze_p04_11 4 2 1 {0 0} {0 0} {0 0} 0 0 {0 0}
sym_test.go:198: MMM: cell_maze_p04_12 4 0 1 {23 -50} {0 0} {0 0} 0 0 {0 0}
sym_test.go:198: MMM: cell_maze_p04_13 4 0 4 {0 0} {0 0} {0 0} 0 0 {0 0}
sym_test.go:198: MMM: cell_maze_p04_14 4 1 2 {0 0} {0 0} {0 0} -1 0 {0 0}
sym_test.go:198: MMM: cell_maze_p04_15 4 1 2 {0 0} {0 0} {0 0} -1 0 {0 0}
sym_test.go:198: MMM: cell_maze_p04_16 4 1 2 {0 0} {0 0} {0 0} -1 0 {0 0}
sym_test.go:198: MMM: cell_maze_p04_17 4 4 2 {0 0} {-1 -1} {-1 -1} -1 -1 {0 0}
sym_test.go:198: MMM: cell_maze_p04_18 4 4 2 {0 0} {-1 -1} {-1 -1} -1 -1 {0 0}
sym_test.go:198: MMM: cell_maze_p05_01 5 0 1 {36 33} {0 0} {0 0} 0 0 {0 0}
sym_test.go:198: MMM: cell_maze_p05_02 5 0 1 {29 -31} {0 0} {0 0} 0 0 {0 0}
sym_test.go:198: MMM: cell_maze_p05_03 5 0 1 {29 38} {0 0} {0 0} 0 0 {0 0}
sym_test.go:198: MMM: cell_maze_p05_04 5 0 1 {20 -18} {0 0} {0 0} 0 0 {0 0}
sym_test.go:198: MMM: cell_maze_p05_05 5 0 1 {32 -24} {0 0} {0 0} 0 0 {0 0}
sym_test.go:198: MMM: cell_maze_p05_06 5 0 5 {0 0} {0 0} {0 0} 0 0 {0 0}
sym_test.go:198: MMM: cell_maze_p05_07 5 0 1 {17 31} {0 0} {0 0} 0 0 {0 0}
sym_test.go:198: MMM: cell_maze_p05_08 5 0 1 {25 37} {0 0} {0 0} 0 0 {0 0}
sym_test.go:198: MMM: cell_maze_p05_09 5 0 1 {24 24} {0 0} {0 0} 0 0 {0 0}
sym_test.go:198: MMM: cell_maze_p05_10 5 0 1 {22 31} {0 0} {0 0} 0 0 {0 0}
sym_test.go:198: MMM: cell_maze_p05_11 5 0 1 {11 40} {0 0} {0 0} 0 0 {0 0}
sym_test.go:198: MMM: cell_maze_p05_12 5 0 1 {32 -40} {0 0} {0 0} 0 0 {0 0}
