0,0,0,0,0,0,0,10,39,89,106,0,0,0,0,0,0,0,0,1841,24,7,0,0,9,19,1850,0,0,0,0,0,0,0,0,112,82,34,17,0,0,0,0,0,0,0,0,4,13,20,55,0,0,0,0,0,0,0,0,0,81,147,403,7,0,0,19,35,3166,0,0,0,0,0,0,0,0,0,541,65,51,23,0,0,24,38,53,544,0,0,0,0,0,0,0,0,0,3156,45,16,0,0,8,410,151,95,0,0,0,0,0,0,0,0,0,54,23,10,3,0
0,0,0,0,0,0,6,16,29,74,160,87,40,0,0,0,0,829,1267,1816,28,8,0,0,10,25,1821,1244,806,0,0,0,0,47,91,152,65,32,18,6,0,0,0,0,0,0,0,6,20,23,83,54,32,0,0,0,0,0,0,5,53,120,475,0,0,0,12,33,3195,1608,848,0,0,0,0,0,0,4,599,67,37,11,0,0,18,42,54,590,6,0,0,0,0,0,0,810,1605,3185,38,11,0,0,0,482,106,62,5,0,0,0,0,0,0,27,51,78,20,19,6,0
0,18,22,38,57,78,109,149,198,388,750,1039,1253,1360,1460,1554,1602,1647,848,512,21,7,0,0,9,21,538,876,1642,1603,1559,1481,1398,1283,1046,731,397,191,140,104,72,47,28,15,18,0,0,5,23,36,65,65,77,42,28,29,28,0,0,5,44,97,539,0,0,0,11,28,1615,1582,1662,828,423,11,9,0,0,7,650,49,35,17,0,0,17,37,56,648,8,0,0,9,9,425,821,1607,1597,1611,39,17,0,0,0,531,80,51,8,0,0,25,24,23,37,71,62,54,32,26,7,0
0,8,0,6,11,13,19,31,42,290,524,454,321,228,178,121,70,56,35,63,13,6,0,0,7,12,58,45,57,70,104,150,213,324,470,520,279,31,22,20,16,8,1,0,18,0,0,8,17,29,56,63,78,60,48,38,52,0,0,0,22,65,586,0,0,8,23,35,839,1208,1454,1133,1009,25,13,0,0,0,694,62,42,19,3,5,20,37,55,690,0,0,0,13,17,1014,1128,1418,1268,853,43,18,3,0,0,579,67,32,0,0,0,68,47,56,61,77,70,61,35,22,9,0
0,23,6,0,1,7,13,24,27,494,723,364,181,108,72,42,26,19,12,22,3,0,0,0,0,2,18,12,16,24,34,59,93,182,369,746,529,27,13,8,8,1,0,7,33,0,0,9,42,73,131,178,237,284,186,124,133,0,0,0,21,48,623,327,0,8,32,57,492,1116,1876,2469,2254,27,17,3,0,0,735,56,32,27,4,7,31,38,56,732,0,0,5,23,38,2252,2454,1877,1155,483,62,27,8,0,312,626,57,29,0,0,0,134,116,198,281,241,184,130,76,50,13,0
0,47,15,2,0,0,0,9,21,943,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459,960,20,4,0,0,0,3,18,55,0,0,0,0,0,0,0,0,145,183,142,222,0,0,5,32,49,336,511,0,0,0,0,0,0,0,1254,3553,44,28,5,0,398,781,61,40,25,0,0,26,44,62,771,361,0,5,23,41,3552,1258,0,0,0,0,0,0,0,502,351,45,30,3,0,0,246,173,185,127,0,0,0,0,0,0,0
0,71,19,5,0,0,0,5,18,916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,935,18,4,0,0,0,4,23,78,0,0,0,0,0,0,0,0,74,151,156,309,0,0,0,21,44,191,618,0,0,0,0,0,0,0,0,3586,39,17,0,0,612,429,54,30,15,0,0,13,31,63,459,608,0,0,14,35,3587,0,0,0,0,0,0,0,0,616,204,40,22,0,0,0,331,144,122,64,0,0,0,0,0,0,0
3,95,19,4,0,0,0,3,14,894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,913,13,2,0,0,0,4,26,110,3,0,0,3,0,0,0,0,43,109,136,388,0,0,0,13,42,122,689,0,0,0,0,8,0,0,0,3664,95,119,198,375,737,257,46,30,20,0,0,20,35,59,266,755,376,173,114,78,3647,0,0,0,4,0,0,0,0,688,127,35,17,0,0,0,413,141,102,40,0,0,0,0,6,0,0
31,148,30,12,7,6,5,0,2,875,814,783,755,716,679,638,565,472,358,197,45,16,0,0,9,42,215,372,484,566,631,677,731,770,794,827,891,7,0,2,4,9,16,31,149,21,15,17,25,10,0,0,0,27,105,134,461,246,130,75,56,62,103,749,397,215,110,60,57,0,0,0,3760,155,219,321,418,464,180,47,31,23,4,3,16,29,53,174,481,453,291,210,140,3736,0,0,0,55,64,106,195,380,751,104,58,52,64,118,260,489,124,78,22,0,0,0,7,26,21,25
32,203,33,26,27,20,14,1,0,39,38,38,46,53,60,105,155,213,285,278,37,20,0,0,14,33,298,279,210,152,109,76,70,48,36,38,36,0,3,11,17,18,26,42,199,32,26,31,27,11,9,0,0,0,55,106,273,273,221,158,118,103,123,429,422,338,246,157,155,0,0,0,3899,237,309,358,354,301,124,52,43,30,7,8,19,30,47,121,306,404,371,310,237,3880,0,0,0,155,156,228,311,424,441,108,96,104,136,198,305,286,92,40,0,0,0,9,11,23,26,25
61,391,255,480,957,928,906,886,47,16,12,16,19,26,18,34,63,125,248,491,37,26,2,3,21,41,510,239,121,60,33,21,25,12,7,7,17,39,877,893,917,938,492,250,367,65,77,110,77,46,27,5,0,0,444,1423,3823,9526,9647,9746,9831,9914,10111,10336,10561,10731,10890,11020,0,0,0,0,4141,488,764,597,413,222,102,57,44,31,6,11,28,35,46,99,218,431,634,794,527,4159,0,0,0,0,11008,10881,10744,10587,10349,10111,9917,9837,9763,9672,9556,3748,1427,440,0,0,5,26,46,72,100,83
147,734,513,766,506,0,0,817,46,8,0,0,0,0,0,0,0,0,0,460,40,22,0,0,19,42,470,0,0,0,0,0,0,0,0,0,11,33,812,0,0,472,759,525,715,160,115,61,0,0,0,0,0,0,770,1763,4405,5560,0,5,25,42,115,0,0,0,34,60,294,0,0,0,4402,493,410,0,0,0,95,75,73,35,4,7,35,67,69,97,0,0,0,396,476,4415,0,0,0,302,68,23,0,0,0,120,30,16,7,0,5611,4347,1792,819,0,0,0,0,0,0,45,105
75,1026,460,384,0,0,0,782,44,12,0,0,0,0,0,0,0,0,0,424,31,13,0,0,12,31,435,0,0,0,0,0,0,0,0,0,14,35,783,0,0,0,381,473,1019,96,0,0,0,0,0,0,0,0,1633,2747,6922,3394,0,0,20,38,79,0,0,0,59,79,242,0,0,0,4602,346,190,0,0,0,152,69,44,0,0,0,0,36,54,141,0,0,0,195,342,4603,0,0,0,242,83,44,0,0,0,87,30,16,0,0,3417,6879,2690,1623,0,0,0,0,0,0,0,0
43,1244,325,202,0,0,0,754,53,17,0,0,0,0,0,2,9,0,0,399,38,15,0,0,16,37,409,0,0,9,6,0,0,0,0,0,19,52,752,0,0,0,185,331,1258,54,0,0,0,0,0,0,4,0,3188,3732,5539,0,0,0,16,35,46,0,0,0,77,82,185,0,0,0,4724,218,103,0,0,0,196,59,28,0,0,0,0,31,58,184,0,0,0,100,222,4737,0,0,0,193,91,62,0,0,0,56,37,18,0,0,0,5543,3770,3239,0,3,0,0,0,0,0,0
0,1370,227,113,0,0,0,714,67,30,0,0,0,0,14,30,68,86,111,367,39,20,0,0,18,36,377,114,86,65,31,9,0,0,0,0,24,53,705,0,0,0,101,228,1387,0,0,0,48,161,347,1531,3191,4990,6459,4275,3664,5,0,7,28,40,38,48,77,103,137,93,130,0,0,4,4832,163,82,53,80,133,237,48,24,9,0,0,8,29,49,225,123,69,34,72,153,4842,3,0,0,137,98,131,109,83,54,38,33,22,4,0,6,3632,4284,6548,5091,3191,1505,346,157,42,0,0
0,1471,173,81,0,0,0,668,78,29,0,0,0,12,0,2,12,11,22,217,46,32,5,7,23,34,224,29,21,13,7,0,8,0,0,0,18,81,672,0,0,0,64,154,1479,0,0,0,67,190,343,2335,3237,3623,2895,1962,1525,3,0,7,14,24,24,31,32,29,40,31,65,5,0,0,4917,136,97,95,108,143,143,44,32,17,6,5,16,35,48,136,147,115,87,90,128,4907,0,0,6,76,38,31,27,26,36,29,26,13,4,0,4,1460,1902,2838,3697,3331,2357,372,208,59,0,0
0,1548,109,36,0,0,0,617,100,38,0,0,4,32,5,0,2,5,18,163,39,21,0,0,14,43,178,15,7,2,0,5,31,6,0,0,38,115,612,0,0,0,36,105,1559,0,0,0,124,333,537,4289,4139,4086,2080,1036,533,0,0,0,2,15,11,19,15,11,21,11,26,0,0,0,5053,242,352,287,224,144,109,55,61,30,9,5,26,57,69,111,143,233,288,346,267,5065,0,0,0,25,15,18,12,10,19,15,19,5,0,0,0,499,988,2002,4015,4196,4281,477,307,117,0,0
0,1604,80,26,0,0,0,560,156,68,0,0,6,72,20,4,0,0,0,115,31,17,0,0,12,36,124,0,0,0,2,16,62,6,0,0,62,151,548,0,0,0,20,70,1606,0,0,0,239,508,651,7966,3984,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5184,230,188,0,2,0,102,60,38,0,0,0,0,29,61,105,0,5,0,169,229,5190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1910,3963,8010,635,469,233,0,0
820,1646,57,14,0,0,0,468,216,134,0,0,0,95,17,3,0,0,0,89,37,21,0,0,22,42,93,0,0,0,4,26,85,0,0,0,138,232,465,0,0,0,11,49,1646,823,0,0,448,733,756,7645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5286,173,100,0,0,0,141,52,31,0,0,0,0,23,49,142,0,0,0,85,165,5291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7691,774,724,460,0,0
1283,860,41,8,0,0,0,351,282,267,0,0,0,125,26,14,0,0,0,56,42,32,8,7,30,36,60,0,0,0,10,26,115,0,0,0,244,287,333,0,0,0,12,39,860,1249,0,0,971,1014,764,7272,4941,3282,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,5368,141,69,27,53,97,179,48,16,0,0,0,0,14,42,178,100,54,28,74,141,5370,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,3358,4998,7296,750,965,900,0,0
1814,500,63,15,0,0,0,192,260,489,462,435,406,377,213,162,126,87,57,42,34,21,6,5,21,31,45,53,81,117,162,213,368,394,422,444,486,273,175,0,0,0,15,59,537,1816,1846,1868,1898,954,496,1938,3258,6514,6490,6459,6428,6405,6379,6333,6301,6271,6248,6217,6188,6162,6124,6102,6075,6037,6012,5972,5948,546,445,383,333,275,197,80,25,0,0,0,0,22,75,197,273,335,370,433,536,5940,5969,6002,6030,6061,6091,6123,6154,6182,6208,6238,6263,6300,6335,6373,6402,6436,6466,6490,6513,3182,1906,533,1025,1896,1864,1843
24,19,11,5,0,0,0,45,40,35,26,28,31,38,41,34,36,38,40,24,25,15,3,5,15,25,33,40,28,31,37,43,33,30,35,36,47,36,47,0,0,0,4,12,15,19,24,20,23,21,20,63,27,27,31,32,30,30,30,28,26,25,28,30,29,31,30,30,29,28,33,31,28,23,26,28,24,22,21,25,22,7,0,0,5,17,26,26,19,21,20,29,24,29,30,29,31,25,32,31,26,32,33,30,31,33,27,28,29,26,24,18,20,24,59,22,27,30,28,30
6,10,4,0,0,0,0,16,21,30,13,11,7,14,21,15,11,17,36,18,19,12,0,0,8,13,20,32,19,21,22,24,14,14,13,14,25,19,15,0,0,0,0,5,9,9,6,7,8,10,9,21,8,8,11,9,8,12,12,12,9,10,10,10,10,6,6,9,8,7,6,7,9,6,7,7,7,7,3,5,2,0,0,0,0,4,10,8,6,5,9,10,7,9,8,9,8,9,14,12,10,10,9,7,11,7,7,8,7,9,10,5,8,9,19,7,9,5,5,6
0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,9,5,3,0,0,0,0,5,12,8,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,8,7,6,0,0,0,0,5,9,8,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,8,4,0,0,0,0,9,17,28,17,10,8,17,23,18,18,24,37,24,18,8,0,0,9,13,21,30,18,11,14,28,17,14,16,10,31,22,20,0,0,0,0,8,10,12,10,9,10,10,9,18,14,10,11,8,9,11,11,12,14,12,14,14,14,11,10,3,2,7,11,11,8,5,6,6,5,4,5,10,6,0,0,0,0,3,4,7,6,11,12,12,11,14,10,6,9,7,6,7,10,8,14,10,8,9,5,5,6,7,9,9,8,8,14,9,5,5,9,11
22,17,12,5,0,0,0,44,43,35,26,25,34,43,40,41,42,39,37,25,25,15,4,4,15,24,37,43,42,35,35,37,38,31,38,26,32,31,47,0,0,0,1,12,18,23,26,22,20,27,24,70,33,29,32,26,31,29,28,28,25,27,28,20,21,22,24,21,28,31,29,25,23,29,32,28,24,23,20,24,17,3,0,0,6,23,22,29,25,25,29,31,18,29,33,27,24,28,23,21,28,18,25,31,24,28,30,27,30,30,30,35,29,30,69,29,26,27,28,25
