32,34,37,37,36,77,114,212,0,162,221,225,1331,4,0,0,101,182,48,26,8,0,0,0,0,57,83,110,344,0,0,0,0,144,258,346,7081,1118,0,0,1925,3926,66,57,16,0,0,0,0,0,0,0,0,4,205,97,147,308,151,82,209,353,487,946,481,629,326,337,582,273,151,1619,541,596,1117,2127,1748,2300,4546,1721,0,0,0,0,5669,384,167,48,0,0,0,0,3409,67,69,43,56,41,33,24,8,0,0,12,31,31,31,32,35,37,34,51,0,0,0,0,21,34,32,30
24,19,19,14,42,93,141,282,233,331,263,214,1205,0,0,0,162,116,48,24,8,0,0,0,0,32,66,94,423,0,0,0,0,250,379,405,6339,2219,0,0,2994,2056,73,52,25,4,0,0,0,0,0,0,6,15,129,117,144,243,211,154,190,284,384,662,566,594,500,433,533,405,273,2202,850,1116,1595,2079,2145,2472,2697,860,0,0,0,0,5255,406,180,80,7,0,0,0,3467,91,72,65,113,162,133,102,54,30,3,7,23,10,10,20,16,20,12,21,0,0,0,0,7,19,13,11
0,0,0,0,58,111,162,365,176,169,150,145,1080,0,0,128,233,107,53,28,8,0,0,0,0,33,69,89,477,0,0,0,0,491,512,399,5019,4387,2894,0,3522,1045,64,43,16,0,0,0,5,0,0,4,9,20,94,127,149,214,222,196,211,254,340,546,595,592,538,512,519,510,385,3046,1213,1548,1919,2135,2136,2027,1592,429,0,0,0,0,5036,588,280,104,4,0,0,0,3562,149,158,232,182,97,0,11,5,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
0,0,0,42,103,142,158,272,0,110,121,116,996,677,628,567,388,229,136,72,24,0,0,0,0,37,102,190,710,746,781,830,882,928,482,281,2631,3059,5678,5345,4956,1130,423,328,243,181,137,89,56,11,14,50,96,151,245,1007,1083,1205,1341,1454,1584,1747,1923,2189,2498,2820,3095,3383,3654,3931,4123,0,8666,8054,7261,6311,4201,2154,1108,254,11,0,0,0,4729,846,471,185,0,0,0,0,3635,143,131,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,69,128,179,171,380,186,204,116,73,242,67,79,64,55,46,38,26,9,0,0,0,0,22,24,32,36,52,58,72,69,63,66,67,884,551,630,704,567,341,101,82,67,51,40,31,25,8,10,22,37,54,63,676,0,0,5,7,10,12,0,0,0,0,0,0,5,0,0,0,0,0,0,1064,2055,72,51,33,9,0,0,9,4293,1206,760,325,0,0,0,0,3736,164,118,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7,0,126,157,157,142,269,0,6,15,22,155,49,52,50,44,37,35,19,6,0,0,0,0,6,10,20,37,40,31,38,36,39,44,37,541,480,613,771,772,529,103,88,67,49,44,18,16,5,6,18,38,56,66,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,65,35,26,6,0,0,6,3642,1636,1222,646,5,0,0,0,3820,133,86,50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
146,195,230,267,186,142,104,176,0,0,4,12,97,37,37,30,26,23,28,16,4,0,0,0,0,0,4,14,28,13,15,33,24,25,28,17,254,300,455,689,961,971,110,90,61,27,49,6,5,0,0,13,31,46,56,580,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1955,81,39,20,0,0,0,6,2788,1970,1866,1264,0,0,0,0,3893,114,70,35,7,0,0,0,6,8,15,11,14,9,12,14,20,14,21,32,0,0,0,0,20,47,88,112
33,37,40,46,58,59,62,119,0,0,0,3,50,23,21,16,8,4,8,6,0,0,0,0,0,0,0,0,4,0,0,8,0,0,2,0,71,139,250,470,913,1804,121,101,72,0,28,0,0,0,0,7,28,38,55,400,233,177,98,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,1886,115,54,19,0,0,0,0,1796,1963,2504,2448,0,0,0,0,3956,90,57,28,10,0,0,4,22,26,26,29,38,32,29,29,32,27,29,59,0,0,0,0,12,25,26,25
11,18,21,28,46,42,43,70,0,0,0,0,14,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1724,120,111,129,71,54,24,0,0,0,8,24,36,53,234,86,118,188,151,121,86,52,11,0,0,0,0,0,10,23,26,0,0,0,0,1801,129,68,26,0,0,0,0,794,1353,2580,4958,4871,4749,4579,4408,4285,238,136,62,17,0,0,0,19,36,32,35,48,50,54,55,56,55,55,107,0,0,0,0,10,8,5,7
0,6,11,19,37,18,19,36,0,0,0,0,11,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1650,118,86,78,61,38,17,0,0,0,6,21,40,46,143,47,40,34,27,30,31,22,4,0,0,0,0,17,24,28,72,6,0,0,0,1731,164,94,28,0,0,0,0,93,101,116,154,197,259,301,237,141,80,46,23,0,0,0,0,27,65,104,141,197,237,289,331,374,230,142,193,4,0,0,0,10,9,7,10
