48,35,8,0,0,0,40,110,610,612,787,85,85,89,97,93,69,54,36,18,12,0,0,7,142,66,62,50,23,10,20,35,48,50,72,78,110,0,0,21,44,57,169,54,41,9,0,10,51,81,533,239,293,250,196,94,49,0,0,10,61,104,367,0,0,0,117,67,100,101,91,71,53,39,17,0,0,0,11,36,50,148,72,63
1274,157,63,0,0,0,55,197,739,1174,0,2515,2447,1158,1038,920,839,771,714,202,112,29,0,0,48,21,25,31,5,0,6,15,21,20,45,27,25,0,32,84,175,233,489,86,72,19,0,0,24,53,329,149,279,246,248,81,33,0,0,0,44,83,261,0,0,0,53,25,43,67,48,38,24,12,0,0,0,0,14,44,64,1621,1396,1330
1041,71,35,0,0,0,25,56,379,198,114,0,1187,88,39,0,0,0,445,89,61,15,0,0,0,0,0,0,0,0,0,12,11,0,0,0,0,0,0,0,10,0,565,94,37,0,0,0,9,37,190,0,135,230,414,100,59,8,0,0,50,78,192,8,0,0,0,0,0,19,17,10,0,0,0,0,0,10,126,276,768,0,0,0
974,79,41,0,0,0,25,47,323,0,0,0,1106,81,39,0,0,0,363,91,66,18,0,0,0,0,0,0,0,0,9,41,58,33,0,0,0,0,0,0,0,0,653,91,26,0,0,0,0,19,139,13,0,0,335,90,41,0,0,20,66,57,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,182,830,430,0,0
877,83,62,9,0,0,20,46,264,17,0,0,1043,86,61,12,0,0,290,75,60,18,0,0,0,0,10,0,0,0,32,64,88,109,0,0,0,13,0,0,0,0,727,84,23,0,0,12,0,0,64,11,0,0,256,74,35,0,0,21,22,18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,194,239,698,0,0,0
804,66,34,0,0,0,17,40,164,16,0,0,963,62,31,0,0,12,222,65,42,12,0,0,23,99,0,8,0,0,25,60,95,194,105,56,42,68,47,37,31,20,817,86,53,45,39,58,19,0,10,0,0,0,198,75,53,11,0,8,15,16,17,40,25,15,23,24,44,12,7,0,9,46,84,151,256,318,385,270,534,0,0,13
703,70,23,0,0,0,10,26,92,10,0,0,881,59,20,0,0,7,118,48,31,0,0,0,24,72,1781,0,0,0,29,65,100,167,158,135,105,107,97,85,83,84,956,117,91,82,78,72,37,31,21,0,0,0,106,50,17,0,10,28,42,50,56,71,73,58,60,65,154,44,30,12,0,13,33,64,74,58,75,96,356,0,0,9
617,87,32,0,0,0,0,11,31,0,0,0,818,60,19,0,0,0,53,20,21,0,0,0,29,68,1698,0,0,0,46,105,190,332,440,541,654,779,1040,1640,1702,1783,2948,329,493,419,346,237,162,115,34,0,0,0,50,41,12,18,56,104,158,213,276,347,417,477,531,313,560,185,142,76,36,0,7,34,28,25,49,60,276,13,0,0
524,89,37,0,0,0,0,0,0,0,0,0,756,56,17,0,0,0,0,0,0,0,0,0,27,63,1638,0,0,0,0,0,0,0,0,0,28,74,358,503,0,0,3152,328,250,0,11,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,279,289,751,0,0,0,0,0,0,0,0,0,23,45,186,10,0,0
450,104,47,0,0,0,0,0,0,0,0,0,677,42,11,0,0,0,0,0,0,0,0,0,28,64,1575,0,0,0,0,0,0,0,0,0,21,80,567,283,0,0,3323,251,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,232,925,0,0,0,0,0,0,0,0,0,14,26,108,0,0,0
367,141,86,0,0,0,0,0,10,0,0,220,630,37,7,0,0,9,0,0,0,0,0,0,34,74,1513,0,0,0,17,12,0,0,0,0,26,102,501,0,0,0,0,655,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,180,1062,0,12,0,0,0,0,21,24,21,0,5,49,0,0,0
257,144,172,115,59,13,42,104,190,257,325,393,337,22,0,0,21,52,59,26,29,0,0,0,44,76,1439,831,680,495,334,162,69,8,0,0,47,115,423,0,0,0,306,337,498,414,331,263,179,121,73,10,0,0,0,10,17,42,32,36,13,9,0,0,0,0,57,124,1150,581,386,34,36,68,57,78,56,34,11,0,16,0,0,0
152,62,54,43,21,5,25,41,56,66,74,69,99,0,0,21,41,67,163,54,40,13,0,7,59,72,516,228,279,248,205,91,42,0,0,12,64,95,342,0,0,0,118,80,100,100,70,65,53,36,22,0,0,0,11,30,51,134,73,61,44,32,12,0,0,0,39,110,652,634,766,79,98,116,97,98,73,49,32,13,11,0,0,12
52,24,28,30,4,0,12,16,18,15,34,22,22,0,33,86,172,232,479,89,68,18,0,0,31,50,328,158,287,265,284,93,39,0,0,0,39,85,257,0,0,0,52,32,52,87,47,38,23,10,0,0,0,0,16,46,76,1647,1421,1343,1289,158,64,0,0,0,56,192,732,1203,0,2526,2448,1176,1030,923,839,780,721,206,116,29,0,0
0,0,0,0,0,0,0,12,18,0,0,0,0,0,0,0,10,0,571,99,41,0,0,0,12,40,185,0,115,203,411,90,64,10,0,0,42,80,187,10,0,0,0,0,0,24,19,15,0,0,0,0,0,11,113,282,777,0,0,0,1060,77,28,0,0,0,22,57,367,191,101,0,1169,86,40,0,0,0,446,85,67,21,0,0
0,0,0,0,0,0,9,28,69,47,0,0,0,0,0,0,0,0,658,69,31,0,0,0,0,19,132,18,0,0,341,73,43,0,0,25,61,63,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,206,815,409,0,0,986,91,41,0,0,0,31,63,314,0,0,0,1095,80,40,0,0,0,370,85,51,25,0,0
0,0,11,0,0,0,38,42,76,115,0,0,0,8,0,0,0,0,724,82,48,0,0,9,0,0,56,9,0,0,270,76,39,0,0,21,17,23,21,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,201,256,686,0,0,0,885,79,57,8,0,0,25,48,251,13,0,0,1029,77,59,11,0,0,291,90,48,20,0,0
21,102,0,10,0,0,36,57,92,198,118,76,52,64,36,29,20,21,824,107,61,36,31,50,21,0,12,0,0,0,194,73,50,10,0,8,15,21,18,39,33,34,28,22,31,6,5,0,11,47,91,169,261,319,381,263,513,0,0,24,821,83,42,0,0,0,18,40,160,13,0,0,958,64,37,0,0,14,216,59,34,10,0,0
