74,59,49,36,32,21,26,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,34,0,0,120,4258,208,120,57,62,51,46,48,24,6,0,0,0,0,12,35,74,45,26,22,33,16,0,0,0,0,0,0,14,21,15,33,19,0,0,0,0,0,0,0,0,0,0,0,0,7,19,33,54,801,275,227,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,72,1633,70,53,44,70,128,247
77,59,47,36,27,13,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0,0,0,4360,186,120,82,80,54,44,29,0,0,0,0,0,0,0,8,19,0,0,0,6,0,0,0,0,0,0,10,20,16,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,27,45,606,311,452,327,261,191,142,77,34,0,0,0,0,0,0,0,0,0,0,130,1498,61,32,3,0,0,198
63,50,31,23,12,3,0,10,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,60,70,4582,263,319,243,187,128,71,27,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,32,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,23,44,417,132,237,107,99,76,62,56,53,26,8,0,0,0,0,0,0,0,120,259,1383,75,39,0,0,0,141
44,40,27,17,4,0,6,26,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,30,25,0,4923,321,170,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,13,7,5,0,0,0,0,0,56,15,5,0,8,22,22,0,0,0,0,0,0,0,0,0,6,19,51,311,0,166,75,80,62,43,35,21,4,0,6,10,9,6,8,0,0,237,282,1187,99,48,0,0,2,94
37,28,15,7,0,6,18,46,31,27,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,23,42,34,22,16,17,14,5,3,0,0,83,20,10,4,17,25,56,0,0,0,0,0,0,0,0,0,0,27,55,267,0,119,68,71,56,44,29,17,7,32,72,132,245,315,373,404,441,478,287,957,124,88,0,0,0,48
25,15,4,0,8,17,29,45,45,41,100,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2464,4943,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,42,41,54,61,56,42,40,37,34,27,35,41,67,108,27,15,6,19,25,85,0,0,0,0,0,17,0,0,0,0,42,56,227,57,125,59,56,46,38,33,18,8,27,38,66,166,86,44,33,41,45,58,744,145,174,134,86,50,31
14,6,0,1,17,28,38,51,58,57,91,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3709,2494,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,46,90,65,78,66,56,43,56,49,58,54,55,72,89,76,35,14,5,19,45,150,0,0,0,0,3,32,22,0,11,32,78,46,113,0,83,54,48,40,25,23,14,12,28,32,78,119,0,0,5,25,36,52,621,85,62,65,42,35,17
1,0,4,7,24,39,53,62,71,70,83,185,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4348,1279,5,0,30,0,0,0,0,0,0,0,0,0,0,0,0,118,113,97,101,79,81,81,86,62,78,71,82,97,86,66,41,29,8,0,0,160,170,86,55,0,12,32,61,6,0,10,26,0,74,0,42,37,33,31,17,11,6,13,18,28,99,63,0,0,0,19,28,40,533,64,42,49,34,31,10
0,8,21,27,29,38,58,79,82,92,85,135,188,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,0,0,4674,667,5,0,40,0,0,0,0,0,0,0,0,0,0,0,5,206,114,95,90,81,107,99,96,91,118,107,106,108,107,104,53,18,0,0,0,0,94,95,127,2,17,47,138,9,0,0,7,0,64,21,22,21,16,12,8,0,0,7,17,23,67,0,0,0,0,9,17,28,469,56,42,40,25,22,7
3,12,26,41,44,53,61,83,90,112,109,130,165,195,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,9953,9520,9124,8817,8530,3494,2747,2212,1542,698,0,0,0,0,0,0,0,0,0,0,0,283,123,114,106,111,135,106,109,117,130,117,108,115,90,57,0,0,0,0,0,0,58,80,188,0,0,0,167,9,0,0,3,8,23,2,6,5,9,3,0,0,0,4,13,18,41,0,0,0,0,5,14,34,414,43,27,24,10,7,0
17,25,36,52,53,63,62,82,87,160,231,313,243,334,165,0,0,0,0,0,0,0,0,0,6,275,285,295,8658,824,731,606,563,612,747,1002,1302,1583,1419,0,1885,1875,1865,1845,1835,1536,1276,851,0,187,357,132,131,136,147,142,126,140,152,146,118,113,105,71,40,0,0,0,0,0,6,44,75,244,119,0,94,177,0,0,0,0,0,0,0,23,18,18,13,10,0,0,0,6,10,12,0,0,0,0,0,10,27,352,44,27,19,6,0,5
19,27,40,52,54,73,76,92,0,0,0,171,305,336,343,0,0,2,4,0,0,0,0,0,0,249,0,0,8067,841,796,633,535,454,496,682,1021,1680,2894,2617,2266,0,0,0,279,486,865,1695,1674,1654,1435,1240,1152,1041,936,834,737,634,530,425,329,247,159,87,25,0,0,0,0,0,9,31,64,171,214,107,269,103,0,0,0,7,11,0,0,54,31,37,28,20,7,0,0,0,0,0,0,0,0,0,0,0,20,298,32,20,5,0,3,7
38,36,52,72,74,82,89,148,90,0,0,0,158,346,536,283,144,76,62,43,6,0,0,0,0,501,1167,2158,7665,901,889,723,594,399,298,286,343,385,510,672,787,433,0,0,23,24,18,16,15,10,3,0,16,24,18,18,15,14,13,12,15,16,11,5,0,0,0,0,0,0,8,52,100,206,231,190,390,0,0,0,0,6,37,23,0,100,55,58,37,31,16,6,0,0,0,0,0,0,0,0,0,0,26,250,16,5,0,6,22,27
57,59,70,80,95,100,102,131,172,85,0,0,0,173,362,370,270,183,118,132,23,4,0,0,10,1037,1753,1913,5017,932,1032,880,741,477,283,229,280,249,336,490,677,895,575,0,4,9,7,2,5,3,0,0,0,5,2,5,8,5,5,2,4,4,5,7,5,0,0,0,0,0,0,8,0,102,228,327,565,0,0,0,0,0,24,67,0,143,62,63,34,32,17,7,0,0,0,0,0,0,0,0,0,0,34,209,10,0,6,12,24,37
269,345,396,447,512,583,330,236,219,218,122,65,34,112,214,319,288,245,177,266,18,0,0,0,0,2009,2360,2077,3588,842,1052,1057,979,677,315,148,291,149,173,255,405,662,1185,1130,1069,1001,931,866,800,735,671,615,563,502,451,387,331,276,236,189,150,112,83,49,27,5,0,0,0,0,0,0,0,0,0,172,670,0,0,0,0,0,0,77,0,200,78,62,41,47,25,14,0,0,0,0,0,0,10,0,0,14,50,173,8,24,55,98,154,210
32,26,0,0,0,312,342,295,247,244,183,140,92,113,164,248,282,284,242,418,0,0,0,0,2761,4070,2757,1778,2107,665,934,1121,1241,1038,458,0,194,90,79,73,73,79,80,89,90,86,83,76,78,77,75,69,83,62,74,67,72,52,46,39,30,17,15,6,0,0,0,0,0,0,0,0,0,0,0,104,731,0,0,3,0,0,0,97,252,257,77,66,64,52,29,21,6,0,0,0,0,0,25,0,0,17,45,133,6,14,21,36,41,47
0,0,0,0,0,153,344,665,954,1261,1487,1677,1822,1975,2164,2374,2611,2863,3142,3757,4022,4338,5355,5365,5390,2653,1395,745,891,433,702,991,1397,1611,944,0,132,102,78,61,52,56,51,61,74,72,94,74,67,68,61,57,60,47,51,39,49,46,33,24,20,11,0,0,0,0,0,0,0,0,0,0,0,4,13,77,781,388,225,21,7,0,0,0,349,170,91,81,77,53,37,22,9,0,0,0,0,0,39,5,10,29,58,89,2,10,14,31,25,18
0,0,0,0,0,0,0,310,334,302,235,183,160,149,139,124,153,194,287,366,495,588,997,0,14,25,43,52,272,161,329,598,1166,2271,1887,518,157,102,71,52,45,43,31,29,46,41,78,57,47,52,51,53,54,37,38,26,25,32,25,16,10,0,0,0,0,0,0,0,0,0,0,0,6,12,18,60,446,415,478,41,45,59,118,226,432,145,101,87,80,51,42,44,22,0,0,0,0,33,56,6,0,8,60,38,0,4,5,10,0,0
0,0,0,61,229,424,529,584,319,226,155,134,129,117,119,115,128,205,353,463,563,651,695,0,13,25,33,45,146,21,11,0,0,1308,2657,826,196,102,61,34,27,29,24,18,20,0,37,30,32,21,27,33,52,26,20,13,8,11,10,5,0,0,0,0,0,0,0,0,0,0,0,0,13,27,38,50,256,351,725,79,110,163,246,358,486,260,168,99,75,51,48,33,0,0,0,414,823,813,760,717,6,5,41,0,0,0,0,0,0,0
0,0,0,116,275,337,162,77,68,94,76,95,91,92,95,96,105,289,477,560,634,726,362,0,13,19,29,56,95,15,5,0,0,0,2238,1483,262,107,58,22,12,6,0,0,10,0,10,8,11,5,0,0,17,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,24,31,48,60,170,256,942,162,207,248,300,324,256,0,0,0,131,176,281,478,883,873,863,853,419,0,0,682,0,3,25,0,0,0,0,0,0,0
0,0,0,229,400,200,0,0,52,80,67,72,64,64,71,70,89,433,584,634,726,390,0,0,5,10,17,42,28,5,0,0,0,0,1455,2791,370,150,59,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,33,43,53,127,193,1174,213,238,252,285,231,133,0,0,0,338,362,504,689,438,0,0,0,0,0,71,672,0,0,7,0,0,0,0,0,0,0
0,236,360,442,267,0,0,46,110,68,46,43,45,49,55,59,94,748,729,745,391,0,0,0,0,5,17,21,0,0,0,0,0,0,0,2611,587,258,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,38,56,55,107,151,1601,612,1051,1810,1674,1509,1386,1270,1238,1191,1165,793,601,339,0,0,0,0,0,51,123,581,23,0,0,0,0,0,0,0,0,0
0,436,220,125,74,40,54,80,44,0,9,22,25,32,42,62,79,1393,709,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2287,860,403,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,32,41,61,69,99,136,2075,797,1006,902,0,0,24,36,63,24,13,4,0,0,0,0,0,0,0,89,112,476,47,22,4,0,0,0,0,0,0,0
0,426,0,0,1,0,0,6,0,0,10,11,6,19,35,54,69,1352,0,0,0,0,0,0,0,0,0,0,0,0,0,17,36,52,67,1801,1348,620,250,0,0,0,0,11,10,0,0,0,0,0,0,0,10,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,43,63,88,90,138,2573,788,738,466,0,0,0,0,35,23,9,0,0,0,0,0,0,0,67,148,130,372,20,7,0,0,0,0,0,0,0,0
175,416,0,0,0,0,0,0,0,0,0,0,0,10,31,49,67,1297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,1069,2095,977,477,0,0,0,0,32,14,0,0,0,0,0,0,0,0,51,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,10,23,0,15,39,53,93,98,134,2972,632,508,256,7,0,0,0,7,7,0,0,0,0,0,0,0,76,121,122,103,271,12,0,6,10,0,0,0,0,0,0
314,221,0,0,0,0,0,0,0,0,0,0,0,12,37,47,60,1248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1593,1406,949,780,491,0,0,65,26,18,17,10,12,20,31,39,61,100,29,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,51,32,32,46,58,87,93,114,3306,492,343,130,14,9,5,0,0,0,0,0,0,26,36,51,77,126,86,101,100,198,6,0,6,36,57,88,123,165,195,250
106,62,0,0,0,0,0,0,0,0,0,0,0,13,40,52,68,1207,190,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,907,1821,308,537,968,906,831,717,542,470,402,346,292,248,200,145,101,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,62,100,150,264,325,394,457,3728,359,229,91,27,23,14,5,0,0,0,0,0,16,0,0,35,58,53,72,79,113,0,0,0,0,21,37,39,48,45,72
59,0,0,0,0,0,0,0,0,0,0,0,4,20,38,38,46,950,190,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1652,69,79,91,117,180,185,88,72,67,65,40,32,30,21,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,60,0,0,223,4006,282,175,82,37,36,23,16,9,0,0,0,0,6,0,0,41,46,46,51,48,57,0,2,12,22,32,21,24,38,38,52
