0,0,0,0,0,0,0,0,0,599,243,173,88,0,0,0,0,155,42,28,15,0,0,0,0,170,32,28,17,0,0,0,0,0,0,0,0,0,0,0,0,3,22,33,69,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,370,399,745,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2031,2405,2124,2631,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,33,11,0,0,0,0,0,0,0,0,0,0,0,1188,42,34,10,0,0,0,0,1407,468,362,169,0,0,0
0,0,0,0,0,0,0,0,0,474,262,252,189,0,0,0,0,126,47,26,15,0,0,0,0,144,30,20,12,0,0,0,0,0,0,0,0,0,0,0,0,3,20,27,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,519,407,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1019,1722,1967,3636,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1145,41,32,10,0,0,0,0,1171,552,523,348,0,0,0
0,0,0,0,0,0,0,0,0,343,231,299,384,236,0,0,0,88,50,29,22,6,0,0,0,118,37,20,13,0,0,0,0,0,0,0,0,0,0,2,0,1,12,19,22,0,2,0,0,0,0,0,7,5,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,423,692,842,938,501,296,326,7,0,0,0,0,0,0,0,4,5,5,0,0,5,0,0,0,0,0,0,508,1101,1566,4428,0,0,0,5,8,0,0,0,0,0,0,19,7,1,0,9,0,0,0,0,2,0,0,0,0,0,0,0,1114,54,39,21,1,0,0,5,886,605,675,666,0,2,0
527,282,85,55,31,4,0,0,0,220,148,206,291,455,369,273,158,106,48,24,7,0,0,0,0,87,37,18,14,0,0,0,0,0,5,5,22,16,12,15,8,0,5,14,17,31,64,88,111,146,178,217,259,301,333,366,405,431,466,495,530,568,601,647,688,724,750,783,818,850,879,482,252,143,90,81,137,5,0,0,0,7,12,7,11,15,20,24,14,13,20,14,14,0,0,0,0,268,654,1120,4980,2452,1245,625,333,194,9,14,12,10,12,23,38,20,13,9,9,10,10,14,17,18,12,8,7,0,0,0,0,1065,81,42,20,0,0,0,0,553,467,737,1304,1169,1012,791
491,350,45,29,18,5,0,0,0,127,74,95,114,149,189,213,218,156,50,25,10,0,0,0,0,57,36,24,19,3,0,0,0,2,8,10,52,26,30,23,16,2,0,6,12,18,19,25,21,37,38,46,36,35,37,39,32,38,44,44,44,45,46,55,39,43,38,42,38,40,41,41,42,45,45,40,83,0,0,0,0,2,14,18,19,18,26,37,32,35,30,27,36,0,0,0,3,156,409,792,2952,2711,1974,1303,804,630,37,30,20,26,37,44,42,29,25,27,23,23,20,23,24,21,18,15,6,0,0,0,0,1003,96,53,16,0,0,0,0,330,132,187,245,307,415,491
622,611,50,28,17,4,0,0,3,71,36,57,72,91,138,185,254,261,51,28,15,0,0,0,0,31,25,18,14,0,0,0,0,8,16,20,97,41,39,25,18,9,2,0,5,9,14,25,24,37,29,34,24,26,30,26,24,30,28,27,27,31,27,37,24,28,24,25,29,32,33,27,28,37,31,24,54,0,0,0,0,14,20,28,36,37,36,48,36,49,46,44,70,0,0,0,0,83,256,506,1732,2237,2109,1723,1266,1331,40,35,33,50,50,48,46,39,44,41,35,32,28,39,37,30,23,21,6,0,0,0,0,939,125,77,26,0,0,0,0,250,78,100,145,198,317,461
611,1184,42,28,17,1,0,0,0,32,19,23,28,44,63,115,225,458,52,27,20,0,0,0,0,7,12,4,7,0,0,0,0,8,24,27,170,98,109,83,63,39,24,8,7,3,5,13,9,15,10,14,8,8,17,9,11,19,15,14,11,14,11,28,16,15,11,13,20,14,10,7,12,20,12,14,33,0,0,0,0,18,65,120,424,707,731,773,799,833,451,270,233,4,0,0,0,43,194,457,1339,2469,3540,4426,5042,6434,80,144,222,387,347,315,273,238,208,173,144,118,83,58,43,34,35,27,13,0,0,0,0,864,158,110,45,0,0,0,0,181,63,55,55,85,158,293
0,1160,55,30,22,0,0,0,0,6,3,0,0,0,0,0,0,422,52,31,23,5,0,0,0,0,0,0,0,0,0,0,0,11,23,34,312,108,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,4,9,0,0,0,0,4,0,0,0,0,3,0,0,4,0,0,0,0,14,46,53,518,248,0,0,0,417,440,363,434,0,0,0,0,0,4,6,0,0,0,0,0,6534,164,243,301,189,0,0,0,0,0,0,0,4,0,0,48,46,40,22,10,0,0,0,0,770,205,157,92,0,0,0,0,138,40,37,8,0,0,0
0,1112,50,27,17,0,0,0,0,0,0,0,0,0,0,0,0,390,39,35,18,5,0,0,0,0,0,0,0,0,0,0,3,15,24,38,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,49,60,483,0,0,0,0,206,327,338,615,0,0,0,0,0,0,0,0,0,0,0,0,6635,183,210,153,0,0,0,0,0,0,0,0,0,0,0,90,47,32,20,8,0,0,0,0,652,249,216,181,59,0,0,0,114,36,34,20,3,0,0
0,1081,52,36,27,5,0,0,0,0,0,0,0,0,0,0,0,359,40,34,16,0,0,0,0,0,0,0,0,0,0,0,4,22,26,37,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,61,67,435,0,0,0,0,102,223,300,786,3,0,0,0,0,0,0,0,0,0,0,2,6749,186,152,83,0,0,0,0,0,0,0,0,0,0,0,124,37,35,32,18,0,0,0,3,514,240,244,212,113,0,0,0,83,31,23,12,0,0,0
