1576,29,23,11,0,0,39,104,1798,1823,1849,1876,1901,1042,2023,2,0,4,31,54,0,11730,11168,10274,9160,935,290,0,0,3,120,128,216,193,173,141,232,407,706,625,504,312,125,24,5,0,0,6,26,36,695,0,0,0,9,32,35,35,56,49,330,293,382,545,391,234,161,29,9,0,0,6,729,439,794,744,685,621,497,425,368,325,277,229,197,163,142,119,95,74,61,6,46,29,21,10,8,13,19,11,0,4,75,16,8,0,0,0,19,5,8,9,19,38,58,51,194,0,0,0,16,40,401,0,0,0
1619,34,30,7,0,0,6,21,27,27,31,28,30,44,1476,2,0,0,11,16,863,1097,1705,2239,2245,224,76,0,0,2,24,15,17,18,21,32,47,68,123,211,313,354,183,23,3,0,0,5,18,33,670,0,0,0,14,27,21,22,21,29,159,166,233,308,311,303,244,35,12,0,0,3,504,66,73,96,116,106,50,36,35,54,71,54,48,23,21,18,10,3,0,7,29,43,43,36,32,27,62,18,4,0,39,21,15,2,0,4,42,10,8,0,3,13,22,37,155,0,0,0,17,45,369,7,0,0
1638,24,17,0,0,0,2,18,12,17,16,11,22,43,1436,0,0,0,8,9,295,532,1088,2137,4269,376,146,0,0,0,8,5,3,4,8,8,13,26,61,119,241,489,298,28,4,0,0,0,10,29,631,0,0,0,7,18,12,11,12,21,61,81,136,266,294,381,413,38,17,0,0,0,453,65,43,44,97,167,56,40,27,25,50,45,52,21,14,11,3,0,6,33,59,102,135,166,198,108,202,64,41,21,27,12,6,0,0,5,78,21,22,2,0,5,19,33,127,0,0,0,14,46,319,8,0,0
1667,38,16,0,0,0,0,6,0,0,0,0,18,43,1394,0,0,0,0,0,0,0,0,0,4057,606,275,0,0,2,31,21,31,20,8,0,25,24,26,0,0,338,609,26,8,0,0,0,10,33,605,0,0,0,0,1,0,0,0,0,0,0,0,110,197,371,754,31,9,0,0,0,394,57,32,0,0,125,43,23,7,0,13,20,44,11,7,0,0,0,0,0,0,0,0,0,109,118,264,0,0,0,5,0,0,0,0,0,105,25,19,0,0,0,18,30,97,0,0,0,23,55,284,5,0,0
1693,31,7,0,0,0,0,0,0,0,0,4,23,34,1361,67,0,0,0,0,0,0,0,0,3733,955,552,0,0,4,69,24,22,0,0,0,57,30,29,0,0,0,586,25,10,0,0,0,16,23,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,732,29,7,0,0,0,355,64,42,0,0,90,41,25,8,0,0,0,27,8,0,0,0,0,0,0,0,0,0,0,55,107,337,0,0,0,0,0,0,0,0,0,131,28,24,0,0,0,8,20,61,0,0,0,49,80,241,0,0,0
1723,30,9,0,5,0,0,0,0,0,0,0,11,32,1263,120,73,0,0,0,0,0,0,0,3223,1299,1169,0,0,0,98,25,23,0,0,0,84,28,20,0,0,5,559,24,9,0,0,0,9,27,553,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,710,32,9,0,0,0,311,91,69,0,0,63,41,24,7,0,0,0,7,0,5,0,0,0,0,2,0,0,0,0,32,76,385,0,0,0,0,0,0,0,0,0,156,30,18,0,0,0,11,25,39,0,3,0,80,89,180,0,0,0
1765,31,17,23,24,13,9,14,2,0,0,0,6,37,1175,81,131,102,72,48,16,0,0,0,2570,1351,2368,2125,1828,1425,923,566,413,303,248,213,178,68,28,0,0,9,521,43,10,0,0,0,11,25,519,379,329,293,248,219,182,147,113,89,68,35,9,0,0,0,685,31,9,0,0,0,250,105,130,105,69,62,51,25,10,0,0,0,8,7,28,4,0,0,12,17,18,9,6,13,31,65,436,8,10,15,25,18,27,26,44,92,177,29,17,0,0,0,15,22,37,48,89,115,139,103,121,0,0,5
1795,44,43,41,30,20,19,19,13,6,0,0,20,42,1096,28,26,32,24,28,17,3,0,7,1877,270,422,601,806,954,493,289,159,77,38,33,22,18,15,0,0,7,467,51,18,0,0,0,13,17,109,66,58,55,43,39,35,31,30,23,17,20,10,0,0,0,660,41,11,0,0,0,169,51,36,42,56,56,59,17,8,0,0,0,6,12,59,7,0,2,23,23,34,28,29,26,36,62,497,22,28,32,38,42,64,71,107,127,115,39,30,5,0,0,10,20,32,31,33,32,36,46,52,0,0,0
1934,235,396,363,336,309,294,79,42,5,0,0,18,49,1047,16,16,24,12,23,8,0,0,5,1720,125,190,353,683,1371,625,402,256,103,25,19,16,10,2,0,0,4,428,67,26,0,0,0,3,13,59,36,44,48,37,31,22,10,13,14,3,6,8,0,0,0,626,39,19,0,0,0,138,45,27,17,29,37,77,15,6,0,0,0,7,19,77,0,0,0,22,46,94,114,145,88,63,67,1100,552,528,491,461,410,368,313,269,202,140,64,31,0,0,0,8,14,13,10,12,19,19,22,26,0,0,0
2056,219,199,0,0,0,182,30,17,0,0,0,27,54,993,0,0,0,0,5,0,0,0,0,1648,48,14,0,0,1059,852,510,388,188,10,8,7,6,0,0,0,0,375,88,40,0,0,0,0,5,21,15,20,32,23,19,12,0,0,0,0,0,0,0,0,0,602,51,14,0,0,0,101,30,22,0,0,0,57,8,2,0,0,0,8,25,104,0,0,0,0,1,7,0,81,143,186,128,1179,0,0,0,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,7,6,0,0,0
