736,703,978,1214,1538,1829,977,156,36,0,0,13,67,172,563,916,1199,1405,1577,932,781,0,0,0,2996,132,80,15,0,0,13,62,46,40,29,28,25,29,53,45,38,49,73,48,39,27,38,48,134,41,26,0,0,11,8812,1855,1065,0,0,0
323,395,615,912,1257,1625,1573,111,50,0,0,0,30,100,615,606,462,342,257,201,259,14,0,0,2871,118,54,5,0,0,28,70,75,86,81,74,70,81,79,93,88,87,107,98,109,91,97,92,269,59,24,0,0,20,9495,1246,579,0,0,0
82,133,234,429,823,1618,3096,117,72,0,0,0,31,110,1081,552,287,173,103,106,80,0,0,0,2776,119,59,0,0,36,125,271,862,2547,2635,2730,2834,2922,3009,3110,3227,3359,3455,3534,3657,3738,3830,3911,2326,66,32,0,0,24,9942,796,286,0,0,0
0,0,14,0,0,0,2998,109,65,0,0,0,44,114,991,0,0,0,9,20,0,0,0,0,2682,95,49,0,0,11,44,105,1038,1575,0,0,9,0,0,10,23,23,0,0,0,0,0,1957,4387,76,50,17,0,30,10303,518,153,0,0,0
0,0,0,0,0,0,2906,116,96,27,0,0,66,117,895,147,0,0,0,0,0,0,0,0,2581,98,62,0,0,0,48,114,1946,998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4474,105,67,24,0,0,10497,323,108,0,0,0
0,17,0,0,0,1058,2802,89,58,22,0,0,59,108,628,262,125,0,13,0,0,0,0,0,2489,95,43,0,0,0,32,93,1852,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,4573,126,88,24,0,0,10654,234,76,0,0,0
101,235,776,1329,1752,2078,1636,75,42,13,0,16,77,91,396,203,246,191,125,39,26,0,0,0,2401,104,58,0,0,0,49,110,1776,0,0,0,35,107,0,40168,34079,24964,12463,132,35,0,0,0,4679,116,58,0,0,0,10796,162,49,0,0,24
59,101,972,1007,764,523,511,62,40,0,0,0,32,69,198,88,47,41,18,0,37,0,0,0,2281,96,69,0,0,0,38,99,1682,17,0,0,32,66,9403,12126,18130,24474,24385,99,53,0,0,0,4787,111,58,0,0,11,10935,122,42,0,0,20
54,98,1854,970,472,240,192,25,26,0,0,0,15,56,66,48,16,8,0,10,87,60,0,0,2196,92,47,0,0,0,56,101,1555,11,0,0,40,72,3242,6220,12254,24563,48868,88,28,0,0,16,4926,115,76,15,0,0,11023,101,33,0,0,14
36,82,1762,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,5,25,79,136,0,0,2085,116,83,16,0,0,40,93,1440,0,0,0,0,12,0,0,0,0,48783,91,35,0,0,0,5019,113,52,0,0,0,11130,94,30,0,0,0
29,89,1683,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,56,106,224,0,250,1979,100,61,14,0,0,54,84,1337,0,0,0,0,0,0,0,0,8399,48701,95,49,0,0,0,5146,101,35,0,0,15,11247,78,27,0,0,0
39,88,1292,551,0,22,20,12,0,0,0,0,0,0,0,0,0,13,65,78,129,329,0,452,1605,91,44,0,0,0,27,82,1258,0,0,0,0,0,0,0,0,16959,40187,92,33,0,0,0,5215,82,32,0,0,0,11335,83,25,0,0,0
49,74,911,1114,1011,900,770,653,559,461,380,280,210,146,84,11,0,0,63,164,304,739,824,904,1288,110,37,0,0,0,33,89,1168,21,0,0,59,151,1060,13140,24941,33684,31512,81,38,0,0,0,5501,451,797,1480,2893,5694,11417,79,33,0,0,0
30,53,248,125,136,104,106,89,85,79,68,50,46,44,21,0,0,0,10,37,57,80,100,93,706,112,58,0,0,0,40,97,1037,14,0,0,34,88,1652,23773,23389,17486,14684,68,51,0,0,16,6130,1170,1870,2876,4284,5762,5807,90,50,15,0,0
26,22,107,75,111,68,58,50,43,35,45,9,9,11,0,0,0,0,0,16,22,38,67,45,556,122,96,23,0,0,57,111,926,0,0,0,50,100,3221,46159,23233,11615,5819,27,26,0,0,24,9163,5912,10451,19006,35057,32860,29891,379,157,18,0,0
0,0,0,0,30,29,21,11,0,0,0,0,36,25,9,0,0,0,0,0,0,0,12,0,402,95,66,20,0,11,73,107,815,0,0,0,62,109,6095,44490,0,0,0,0,0,0,0,24,18888,19168,32308,27106,17546,0,26536,257,122,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,126,51,20,0,0,0,0,0,0,0,0,0,313,74,50,13,0,0,42,98,724,13,0,0,49,106,11896,41499,0,0,0,0,0,0,0,0,27814,17619,16123,0,0,0,26365,344,237,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,199,66,24,0,0,0,0,7,14,0,0,0,211,52,32,0,0,0,26,91,600,0,0,0,70,117,23622,35569,0,0,0,0,0,0,0,0,34280,12840,8101,0,0,0,26156,405,474,269,0,18
180,90,17,0,0,0,35,36,43,60,99,164,286,79,45,27,23,18,19,33,76,0,0,0,148,37,5,0,0,0,33,103,510,0,0,0,61,113,47250,23730,0,0,668,1342,2549,5003,9831,19292,38656,8474,4032,0,0,0,25876,237,304,478,385,292
54,37,10,0,0,71,124,103,119,150,184,217,216,107,83,70,51,32,13,37,148,0,0,0,84,16,0,0,0,0,56,115,421,0,0,18,81,110,47155,0,0,0,2634,3763,6253,10005,15027,20442,22000,5198,2020,0,0,0,25729,146,120,96,96,72
24,16,0,0,0,244,263,341,532,932,816,687,537,395,304,206,130,40,14,41,246,15,0,0,41,0,44,0,0,25,87,114,324,0,0,11,50,100,47063,0,0,0,13895,22238,41009,37767,32730,25114,14777,3680,1040,16,0,0,25617,113,85,60,52,35
0,0,0,0,0,512,454,588,804,495,0,0,0,0,0,0,0,0,16,54,312,0,0,0,0,14,90,0,0,19,52,87,224,0,0,0,57,111,46949,0,0,0,24643,21468,20646,0,10,0,0,0,0,0,0,0,25521,92,56,16,14,0
0,0,0,0,0,819,505,524,425,0,0,0,0,0,0,0,0,0,24,65,385,211,0,0,23,51,183,0,0,8,43,63,116,0,0,0,43,91,46847,0,0,0,32557,15881,10233,0,0,0,0,0,0,0,0,0,25418,83,37,0,0,0
0,12,0,0,531,1095,466,421,253,20,11,0,0,0,0,0,0,0,25,65,247,376,0,13,38,73,256,0,0,0,24,29,46,0,0,0,55,90,46763,0,0,0,37806,10638,5188,0,0,0,0,0,14,0,2086,3602,25333,111,57,0,0,0
98,185,279,508,986,818,415,324,187,65,51,42,26,18,0,0,0,0,42,74,183,512,257,157,104,118,368,0,0,0,0,8,17,0,0,0,31,75,46685,46324,46236,46126,46051,8148,2653,14,0,0,238,790,1569,2922,4186,2980,21598,98,35,0,0,0
339,396,519,701,829,607,377,282,179,102,84,74,59,36,8,0,0,14,58,91,165,380,356,282,214,186,536,11,0,0,12,20,61,0,0,0,39,68,260,95,91,80,54,35,12,0,0,0,472,1026,1380,2723,2458,1759,19997,104,40,0,0,0
754,687,913,1243,1717,2532,2198,1961,1765,1639,1544,1465,1389,270,103,0,0,20,116,193,337,558,816,1000,1153,708,943,0,0,0,41,57,146,13,0,0,43,50,128,50,37,56,25,14,0,0,0,0,914,1508,1697,3980,1976,980,18978,138,51,0,0,11
1844,1979,3300,2800,2156,1264,0,0,0,0,0,0,1022,215,126,17,0,0,0,0,0,0,0,0,578,646,1320,0,0,13,73,87,286,19,0,0,0,9,20,0,0,0,0,0,0,0,0,762,1836,2074,1928,3073,0,0,18368,190,73,0,0,18
2798,1833,1690,0,0,0,0,0,0,0,0,25,868,277,159,0,0,0,0,0,0,0,0,0,311,512,1606,0,0,0,56,82,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1414,2116,2163,1803,2022,0,0,18215,287,118,0,0,0
3509,1395,898,27,17,17,0,0,0,0,0,24,638,343,287,0,0,0,0,0,0,0,0,0,183,373,1835,0,0,0,56,90,456,0,0,0,0,0,0,0,0,13,0,0,0,0,0,2801,2835,2137,1494,1035,0,0,18018,407,133,0,0,0
4034,984,502,69,53,53,30,22,26,0,0,23,393,336,535,448,364,243,153,82,23,0,0,15,189,454,2390,2468,2553,2657,2784,2912,3480,3562,3675,3762,3862,3986,4153,4388,4633,4833,4974,5107,5212,5306,5412,5488,2763,1427,793,474,295,371,17775,622,243,17,0,0
